RANK NEW,WORD,IPA,ENGLISH,FREQUENCY,DP RANK,EXAMPLE SENTENCE,,,,,,,,,,RANK NEW
168,ร่วม,rûːam,join,27202,84,กองทัพอากาศสหรัฐได้ทำโครงการร่วมกับบริษัทยักษ์ใหญ่ราว 20 แห่ง,,,,,,,,,,168
169,บอก,bɔ̀ːk,tell,42762,74,คุณยายบอกอาการให้หมอฟังอย่างละเอียด,,,,,,,,,,169
170,ตลอด,tà lɔ̀ːt,throughout; always,15876,90,คนที่นั่งทำงานอยู่ตลอดจะมีอาการของการปวดเมื่อยคอ หลัง และแขน,,,,,,,,,,170
171,เช่น,tɕʰên,like,48246,70,เขาทำตัวเช่นพระเอก,,,,,,,,,,171
172,หนังสือ,nǎŋ sɯ̌ː,book,21172,87,โรงเรียนมีหนังสือไปถึงผู้ปกครองนักเรียน เพื่อให้มาร่วมประชุม,,,,,,,,,,172
173,ละ,láʔ,each,18246,89,ธนาคารได้ออกบัตรเอทีเอ็มให้กับสามีภรรยาคู่นี้คนละใบ,,,,,,,,,,173
174,ท่าน,tʰân,you (polite),32043,79,ก่อนที่ท่านจะเผชิญหน้ากับเหตุการณ์อันน่าสะพรึงกลัว ท่านจำเป็นต้องติดอาวุธให้ตัวเองเสียก่อน,,,,,,,,,,174
175,ไม่ว่า,mâj wâː,regardless of; no matter what,11040,93,ไม่ว่าหล่อนจะจ้างวานอย่างไร เขาก็ไม่ยอมกระดิกกระเดี้ย,,,,,,,,,,175
176,เก็บ,kèp,store; put away,14383,91,เมื่อหยิบหนังสือมาจากชั้น ควรนำไปเก็บไว้ที่ชั้นตามเดิม เพื่อความเป็นระเบียบ,,,,,,,,,,176
177,ผล,pʰǒn,results,31470,79,สถานการณ์ช่วงนี้เอื้อผลต่อเราไม่น้อยเลย,,,,,,,,,,177
178,บ้าง,bâːŋ,some,22606,85,นกมักจะมีสีขนแตกต่างกันออกไปตามชนิด บ้างก็งดงามสวยบาดตา บ้างก็มีสีมัวๆ เพื่อให้กลมกลืนกับธรรมชาติ,,,,,,,,,,178
179,ใคร,kʰraj,who,35797,76,ออกไปดูซิว่าใครมาหน้าบ้าน,,,,,,,,,,179
180,แก่,kɛ̀ː,to; old,28541,81,ประธานาธิบดีถูกบังคับให้มอบอำนาจในการปกครองแก่คณะทหาร,,,,,,,,,,180
181,กลายเป็น,klaːj pen,become,11208,92,น้ำกลายเป็นน้ำแข็งที่ศูนย์องศาเซลเซียส,,,,,,,,,,181
182,หลัง,lǎŋ,after; back,23600,84,มีคนพูดซุบซิบกันอยู่หลังหน้าต่าง,,,,,,,,,,182
183,จัด,tɕàt,ajust; arrange; fix,23338,84,คุณได้มาทำงานที่นี่จัดได้ว่าเป็นคนโชคดีมาก,,,,,,,,,,183
184,ใช่,tɕʰâj,correct,32703,77,พันธกิจของนักเขียนมีมากมาย แม้ไม่ใช่สิ่งยิ่งใหญ่ แต่จะส่งผลที่ยิ่งใหญ่,,,,,,,,,,184
185,เลือก,lɯ̂ːak,select,16238,89,การเลือกตั้งแบบแบ่งเขตเรียงเบอร์ที่เปิดโอกาสให้ผู้เลือกตั้งสามารถเลือกผู้สมัครเป็นรายบุคคลจากพรรคต่างๆ กัน,,,,,,,,,,185
186,เธอ,tʰɤː,her,68364,52,ครูบอกให้เธอทำการบ้านมาส่ง ทำไมเธอจึงไม่ทำ,,,,,,,,,,186
187,ลูก,lûːk,child,30422,79,ฝรั่ง 1 ก.ก. จะมีประมาณ 3 ลูก,,,,,,,,,,187
188,คง,kʰoŋ,probably,33499,76,ในฐานะของผู้บริโภคเขาคงอยากได้ของดีที่สุดในราคาที่ถูกที่สุดล่ะมั้ง,,,,,,,,,,188
189,ที่มา,tʰîː maː,origin; source; cause,7229,95,ศาสนาธรรมเป็นแห่งที่มาสำคัญของสัจธรรม,,,,,,,,,,189
190,ตัวเอง,tuːa ʔeːŋ,itself,25088,82,เขาไม่เชื่อหูว่าตัวเองถูกรางวัลที่ 1,,,,,,,,,,190
191,ทหาร,tʰá hǎːn,soldier,9192,93,ชาวอังกฤษกำลังถกเถียงกันว่า ทหารควรเป็นอธิบดีตำรวจได้หรือไม่,,,,,,,,,,191
192,ต้องการ,tɔ̂ŋ kaːn,want,17602,87,การที่ผู้โดยสารยอมจ่ายเงินค่าโดยสารเพิ่มขึ้นเป็นเพราะพวกเขาต้องการความสะดวกสบายในการเดินทาง,,,,,,,,,,192
193,แสดง,sà dɛːŋ,show,31539,77,ความหิวมีส่วนให้มนุษย์แสดงพฤติกรรมได้กว้างขวางมาก,,,,,,,,,,193
194,ทั้งหมด,tʰáŋ mòt,total,12816,90,งานทั้งหมดที่ทำจะต้องส่งภายในวันพรุ่งนี้,,,,,,,,,,194
195,ง่าย,ŋâːj,simple; easy,12843,90,ผมจะกล่าวถึงพี ซี ยู สมมติขนาด 8 บิต เพื่อให้เข้าใจง่าย,,,,,,,,,,195
196,ระหว่าง,ráʔ wàːŋ,between,32017,76,วิชาจิตวิทยาศึกษาเกี่ยวกับความสัมพันธ์ระหว่างบุคคลกับบุคคล และบุคคลกับโครงสร้างของสังคม,,,,,,,,,,196
197,พูด,pʰûːt,say,37978,71,ฉันพูดกับเขาไม่รู้กี่ครั้งต่อกี่ครั้งแล้ว เขาก็ไม่ฟัง,,,,,,,,,,197
198,ใจ,tɕaj,mind,28061,79,ใจของเขาเต้นแรงหลังจากได้ยินข่าวร้ายจากทางบ้าน,,,,,,,,,,198
199,อาหาร,ʔaː hǎːn,food,24905,81,เพื่อนในวงสนทนาเริ่มลดอาหารบางอย่างลง เช่น เนื้อสัตว์ และอาหารกระป๋อง,,,,,,,,,,199
200,ใด,daj,any,33137,74,ห้ามแตะต้องสิ่งของใดในห้องนี้,,,,,,,,,,200
201,กลุ่ม,klùm,group,35687,72,กลุ่มแต่ละกลุ่มจะมีพฤติกรรมร่วมในแบบฉบับเฉพาะของตนเอง,,,,,,,,,,201
202,ช่วง,tɕʰûːaŋ,phase,23449,82,คุณจะเข้ามาบริษัทช่วงเช้าหรือบ่าย,,,,,,,,,,202
203,พอ,pʰɔː,enough,30051,76,เม็ดเงินคงคลังยังมีไม่พอที่จะใช้หนี้ระยะสั้น,,,,,,,,,,203
204,อยาก,jàːk,want,34356,73,เธออยากรู้ว่าเขามีใครซุกซ่อนอยู่ในหัวใจของเขาหรือไม่,,,,,,,,,,204
205,เงิน,ŋɤn,money,31017,75,บางคนชอบเครื่องประดับที่ทำจากเงิน,,,,,,,,,,205
206,รวม,ruːam,including,22255,82,รวมกันเราอยู่ แยกกันเราตาย,,,,,,,,,,206
207,หน้า,nâː,page; front,43355,65,ในหน้าฝนมีคนเป็นไข้หวัดกันมาก,,,,,,,,,,207
208,เขียน,kʰǐːan,write,15807,87,อย่าให้เขาเขียนเลย สงสารคนอ่าน,,,,,,,,,,208
209,สี,sǐː,color,28550,77,พ่อกำลังสีข้าวอยู่ที่โรงสี,,,,,,,,,,209
210,ฉัน,tɕʰǎn,I (mostly female),81556,33,เธอจะเข้าๆ ออกๆ ห้องนี้ห้องโน้นอีกนานไหม ฉันเวียนหัวจะตายอยู่แล้ว,,,,,,,,,,210
211,ชาย,tɕʰaːj,man,13528,89,ชุดที่ชายกระโปรงยาวลากพื้น ผู้สวมใส่ต้องระวังไม่ให้สะดุดหกล้ม,,,,,,,,,,211
212,ดัง,daŋ,as; loud,20600,83,นักร้องคนนี้มีชื่อเสียงดังไปทั่วประเทศไทย,,,,,,,,,,212
213,โอกาส,ʔoː kàːt,chance,14028,88,ในสังคมไทยการรับราชการย่อมมีโอกาสได้ชื่อเสียงง่ายกว่าการเป็นชาวนา  หรือกรรมก,,,,,,,,,,213
214,เสมอ,sà mɤ̌ː,always,9162,92,เขาสองคนเสมอกันในเรื่องความหล่อ แต่ฐานะต่างกันราวฟ้ากับดิน,,,,,,,,,,214
